id,y_real,y_pred
19390,0,0.085799481
27176,0,0.147981354
41830,0,0.310077519
66313,0,0.085799481
14728,1,0.085799481
65593,0,0.085799481
68971,0,0.310077519
48246,1,0.147981354
45933,0,0.195584353
4515,0,0.085799481
15040,0,0.085799481
12892,0,0.085799481
50160,0,0.085799481
28049,0,0.085799481
56202,1,0.085799481
36339,0,0.147981354
52390,0,0.085799481
72407,0,0.195584353
27748,0,0.085799481
56753,0,0.147981354
68230,0,0.085799481
15488,0,0.085799481
47570,0,0.147981354
9169,0,0.147981354
19509,0,0.195584353
28191,0,0.147981354
978,1,0.147981354
27917,0,0.147981354
63479,0,0.195584353
24847,0,0.147981354
35192,1,0.147981354
43763,0,0.147981354
36027,0,0.147981354
13594,0,0.085799481
60385,1,0.085799481
48791,0,0.085799481
57966,0,0.085799481
7881,0,0.147981354
52819,1,0.147981354
30021,0,0.085799481
59911,1,0.085799481
47221,1,0.085799481
57135,0,0.085799481
40361,1,0.147981354
38660,0,0.147981354
57602,0,0.147981354
1703,0,0.147981354
34830,0,0.085799481
53439,0,0.085799481
50551,0,0.085799481
34857,1,0.195584353
62839,0,0.085799481
31972,1,0.085799481
17865,0,0.195584353
5161,0,0.085799481
7260,0,0.195584353
23080,0,0.085799481
37844,0,0.147981354
48300,0,0.147981354
29688,1,0.085799481
66601,0,0.085799481
21425,0,0.147981354
33497,0,0.085799481
24256,1,0.085799481
47484,1,0.195584353
18826,0,0.085799481
34917,0,0.085799481
55904,0,0.085799481
6149,0,0.085799481
63854,0,0.147981354
24740,0,0.085799481
61235,0,0.085799481
25295,0,0.147981354
24353,0,0.085799481
34753,0,0.147981354
65079,0,0.085799481
63046,0,0.085799481
28453,0,0.085799481
56698,0,0.085799481
70064,0,0.085799481
31709,0,0.085799481
51971,0,0.147981354
29180,0,0.085799481
23735,0,0.085799481
55218,0,0.085799481
14785,0,0.085799481
51866,0,0.147981354
8879,0,0.085799481
17906,0,0.147981354
10455,0,0.085799481
17479,0,0.147981354
4301,0,0.085799481
46841,0,0.147981354
63902,1,0.147981354
56802,1,0.085799481
58143,0,0.085799481
33205,0,0.085799481
29910,1,0.147981354
59129,0,0.147981354
44113,0,0.085799481
47742,0,0.085799481
25759,1,0.085799481
19709,0,0.195584353
72378,1,0.085799481
46192,0,0.085799481
15548,0,0.085799481
9437,0,0.147981354
34866,0,0.085799481
67373,0,0.085799481
43658,0,0.085799481
71168,0,0.085799481
53355,0,0.085799481
26013,0,0.085799481
31462,0,0.085799481
10809,1,0.147981354
954,0,0.147981354
52169,0,0.147981354
7525,0,0.236242357
32540,0,0.147981354
46664,1,0.147981354
72300,0,0.085799481
36132,0,0.085799481
35313,0,0.085799481
12646,1,0.147981354
55023,0,0.147981354
33091,0,0.085799481
37265,0,0.085799481
15130,0,0.085799481
16669,0,0.147981354
43424,0,0.085799481
41904,0,0.085799481
5621,0,0.085799481
2592,0,0.236242357
46851,0,0.085799481
67680,1,0.085799481
43593,0,0.085799481
40882,0,0.085799481
38342,0,0.085799481
71791,0,0.147981354
37001,0,0.085799481
49764,0,0.085799481
43841,0,0.085799481
17411,0,0.085799481
18816,0,0.147981354
53150,0,0.085799481
32986,0,0.085799481
12764,0,0.085799481
54414,0,0.147981354
7653,0,0.310077519
62998,0,0.085799481
44790,0,0.085799481
40602,0,0.147981354
23962,0,0.085799481
33023,0,0.195584353
36469,0,0.085799481
13182,1,0.236242357
38594,1,0.195584353
5489,0,0.085799481
20240,0,0.147981354
15499,0,0.085799481
20754,0,0.147981354
65213,0,0.085799481
32517,0,0.147981354
56826,0,0.085799481
64156,1,0.147981354
30103,0,0.085799481
4653,1,0.147981354
24446,0,0.085799481
52726,0,0.085799481
24601,0,0.085799481
45926,0,0.085799481
61236,0,0.147981354
62365,0,0.085799481
28515,0,0.147981354
27722,0,0.085799481
65226,0,0.085799481
46934,0,0.085799481
53982,0,0.085799481
44093,0,0.085799481
65779,0,0.147981354
21399,0,0.085799481
13934,0,0.085799481
64565,0,0.195584353
36666,0,0.085799481
63879,0,0.195584353
13782,0,0.147981354
55215,0,0.085799481
52768,0,0.147981354
68730,0,0.147981354
39888,1,0.147981354
51837,0,0.147981354
28330,0,0.085799481
7349,0,0.085799481
67530,0,0.310077519
20631,0,0.085799481
43010,0,0.085799481
8039,0,0.085799481
61207,0,0.085799481
23158,0,0.085799481
57007,0,0.085799481
19483,0,0.195584353
15924,0,0.085799481
37635,1,0.147981354
19587,0,0.085799481
13195,0,0.147981354
37763,0,0.147981354
40980,0,0.085799481
9408,0,0.085799481
18669,0,0.085799481
52275,0,0.085799481
69996,0,0.085799481
7294,0,0.147981354
55568,0,0.085799481
69015,0,0.236242357
59600,0,0.085799481
22449,0,0.085799481
47291,0,0.085799481
69403,0,0.236242357
69430,0,0.147981354
24756,0,0.085799481
19111,1,0.147981354
12047,0,0.085799481
23457,0,0.147981354
37139,0,0.085799481
67259,0,0.085799481
37199,1,0.195584353
18755,0,0.085799481
3383,1,0.236242357
30422,0,0.147981354
62162,0,0.085799481
25280,0,0.085799481
9571,0,0.195584353
27262,0,0.147981354
45959,0,0.085799481
28398,0,0.085799481
50197,0,0.085799481
50180,0,0.147981354
40389,0,0.147981354
31274,0,0.085799481
32954,0,0.085799481
22307,0,0.085799481
42093,1,0.147981354
66253,0,0.085799481
10382,0,0.085799481
30211,0,0.195584353
15352,0,0.195584353
31207,0,0.085799481
9660,0,0.085799481
33487,0,0.085799481
68617,0,0.085799481
55448,0,0.085799481
67884,0,0.147981354
34255,1,0.085799481
43922,0,0.085799481
35295,0,0.085799481
7920,0,0.195584353
18028,0,0.147981354
36277,0,0.085799481
27134,0,0.147981354
68006,0,0.085799481
38128,0,0.195584353
23079,1,0.147981354
20226,1,0.085799481
57297,0,0.085799481
51110,0,0.085799481
12009,0,0.085799481
4694,0,0.085799481
54907,0,0.085799481
45137,0,0.085799481
12339,0,0.085799481
4530,0,0.085799481
7934,0,0.085799481
27773,0,0.147981354
12319,0,0.195584353
21730,0,0.147981354
13985,0,0.147981354
18710,0,0.147981354
13186,0,0.147981354
34726,1,0.085799481
56063,0,0.085799481
2023,1,0.085799481
38359,0,0.085799481
64031,0,0.085799481
27139,0,0.147981354
3489,0,0.085799481
10086,0,0.085799481
23387,0,0.085799481
11264,0,0.085799481
9621,1,0.147981354
16098,0,0.195584353
16467,0,0.085799481
9561,0,0.085799481
71382,0,0.085799481
23787,0,0.085799481
36871,0,0.147981354
49560,1,0.236242357
7215,0,0.195584353
8650,1,0.147981354
3669,0,0.085799481
67573,0,0.147981354
48995,0,0.085799481
6901,1,0.085799481
35825,0,0.147981354
33567,0,0.085799481
27288,0,0.085799481
72063,0,0.085799481
12825,1,0.085799481
59146,0,0.085799481
4981,0,0.147981354
29123,0,0.085799481
10266,0,0.147981354
14058,1,0.147981354
61171,0,0.085799481
52344,0,0.085799481
19431,0,0.085799481
35993,0,0.085799481
6046,1,0.310077519
25733,0,0.147981354
70459,1,0.236242357
45418,0,0.236242357
48317,0,0.147981354
22722,0,0.085799481
29498,0,0.085799481
72406,0,0.147981354
62159,0,0.085799481
69314,0,0.147981354
